sentence1,sentence2,score,BoW score,TF-IDF score,BoW Pearson Correlation,BoW Spearman Rank Correlation,TF-IDF Pearson Correlation,TF-IDF Spearman Rank Correlation,BoW/True,TF-IDF/True
The couple danced in the church.,A couple slow dances.,0.64,0.2041241452319315,0.269075662804304,0.0,0.0,0.0,0.0,0.31894397692489296,0.420430723131725
A man is patting an alligator on the mouth.,A person is dumping chopped vegetables into a pot on the stove.,0.0,0.33541019662496846,0.057695510751016324,0.0,0.0,0.0,0.0,0.0,0.0
A person checks some rice pudding.,A horse is running.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A woman is stirring two eggs in a glass bowl.,A young girl is singing on a stage.,0.0,0.14433756729740646,0.03037671100208063,0.0,0.0,0.0,0.0,0.0,0.0
The man is playing the drums.,A man pours cleaner in his sink.,0.0,0.14433756729740646,0.06522346919354687,0.0,0.0,0.0,0.0,0.0,0.0
A man is slicing a pepper.,A person cuts a big green pepper apart.,0.76,0.20412414523193154,0.3139147371160831,0.0,0.0,0.0,0.0,0.26858440162096253,0.4130457067316883
A woman is speaking in sign language.,A woman spices some seafood.,0.13,0.20412414523193154,0.06780308102636294,0.0,0.0,0.0,0.0,1.5701857325533195,0.5215621617412534
A boy is crawling into a dog house.,A cat is playing on the floor.,0.0,0.1666666666666667,0.0451947844908065,0.0,0.0,0.0,0.0,0.0,0.0
The girl flew her kite while she ran up a hill.,A girl loses her kite.,0.45,0.4743416490252569,0.44907730156992604,0.0,0.0,0.0,0.0,1.0540925533894596,0.9979495590442801
A woman is placing food in a pot of hot water.,A woman is frying meat.,0.25,0.3333333333333333,0.11214683014460965,0.0,0.0,0.0,0.0,1.3333333333333333,0.4485873205784386
A small monkey walks through water.,A monkey is wading across a marsh.,0.68,0.19999999999999998,0.22392861792936772,0.0,0.0,0.0,0.0,0.2941176470588235,0.3293067910725996
A man is riding a bike.,A panda bear is eating.,0.0,0.25,0.05424259318280665,0.0,0.0,0.0,0.0,0.0,0.0
A young man is singing and playing the piano.,The man is writing a letter.,0.04,0.47434164902525683,0.14262440201666174,0.0,0.0,0.0,0.0,11.85854122563142,3.5656100504165433
A boy takes off his sunglasses.,A boy is screaming.,0.1,0.25819888974716115,0.17853477532399897,0.0,0.0,0.0,0.0,2.581988897471611,1.7853477532399897
A girl is playing a piano.,A boy is doing push ups.,0.0,0.22360679774997896,0.047053014829689634,0.0,0.0,0.0,0.0,0.0,0.0
The lady sliced a tomatoe.,Someone is cutting a tomato.,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Someone is holding a hedgehog.,A onion is being sliced.,0.0,0.25,0.04015945653516666,0.0,0.0,0.0,0.0,0.0,0.0
A woman peels a potato.,A woman is grilling pineapples.,0.2,0.2886751345948129,0.09388556572180184,0.0,0.0,0.0,0.0,1.4433756729740645,0.4694278286090092
A cat is drinking some water.,A truck is going down a hill.,0.0,0.19999999999999998,0.038774398396415305,0.0,0.0,0.0,0.0,0.0,0.0
A person is putting salt and pepper on a piece of pork.,A youngster is sitting on a piano.,0.0,0.282842712474619,0.06000916354839294,0.0,0.0,0.0,0.0,0.0,0.0
The man sat in his chair and stared.,The little girl is putting her hair into a pony tail.,0.0,0.11180339887498948,0.015162435310698167,0.0,0.0,0.0,0.0,0.0,0.0
A woman is dicing a potato.,A woman cuts tofu into tiny pieces.,0.36,0.20412414523193154,0.07501512066931347,0.0,0.0,0.0,0.0,0.5670115145331431,0.20837533519253743
A baby is crawling happily.,A baby sneezed and scared another baby.,0.24,0.35355339059327373,0.270162991103908,0.0,0.0,0.0,0.0,1.4731391274719738,1.1256791295996167
A person is frying a meat in the pan.,A man is cutting a vegetable.,0.12,0.1889822365046136,0.04180020218255847,0.0,0.0,0.0,0.0,1.57485197087178,0.3483350181879873
A man is looking out of a window.,A woman is swimming in the water.,0.05,0.1666666666666667,0.05372242510393063,0.0,0.0,0.0,0.0,3.333333333333334,1.0744485020786125
A man seated is playing the guitar.,A man is playing an acoustic guitar and singing into a microphone.,0.65,0.5163977794943223,0.31827228385349743,0.0,0.0,0.0,0.0,0.7944581222989574,0.4896496674669191
A woman is slicing an onion with a knife.,A man is preparing some dish.,0.25,0.1690308509457033,0.03550240263969559,0.0,0.0,0.0,0.0,0.6761234037828132,0.14200961055878236
A rider is running and jumping her horse.,A woman jumps hurdles on a horse.,0.8,0.1690308509457033,0.1490089546691337,0.0,0.0,0.0,0.0,0.21128856368212912,0.1862611933364171
A boy is playing a key-board.,A boy is sitting in a room playing a piano by lamp light.,0.65,0.4242640687119285,0.24637727718561728,0.0,0.0,0.0,0.0,0.6527139518645054,0.37904196490094966
Two men are fighting.,The man is exercising.,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A man is playing a wooden flute while several other men play bongo drums.,A man is playing a flute.,0.65,0.5773502691896258,0.4144830463018177,0.0,0.0,0.0,0.0,0.8882311833686551,0.6376662250797195
A person is petting a monkey.,A man is holding a slow loris.,0.24,0.22360679774997896,0.037464844301211726,0.0,0.0,0.0,0.0,0.9316949906249123,0.15610351792171553
Two cartoon rabbits are kissing.,A rabbit is kissing another rabbit.,0.76,0.1690308509457033,0.1968913525134634,0.0,0.0,0.0,0.0,0.22240901440224117,0.25906756909666234
The hedgehog chewed on the towel.,A hedgehog is biting at a blanket.,0.68,0.15811388300841894,0.31581157388167685,0.0,0.0,0.0,0.0,0.23252041618885136,0.464428785120113
A cat is licking himself.,A man is slicing a white onion with a mandolin slicer.,0.0,0.17677669529663687,0.029866570875041368,0.0,0.0,0.0,0.0,0.0,0.0
A small guinea pig is gnawing and eating a piece of carrot on the floor.,A Guinea pig eats a carrot.,0.7,0.41602514716892186,0.5604626417330082,0.0,0.0,0.0,0.0,0.5943216388127456,0.8006609167614404
Four boys are standing in front of the burning car.,Four young men stand still as a car explodes behind them.,0.75,0.2,0.1899574237358344,0.0,0.0,0.0,0.0,0.26666666666666666,0.25327656498111256
A man is smoking.,The man sat in his suit and smoked.,0.8,0.2041241452319315,0.07801185727714159,0.0,0.0,0.0,0.0,0.25515518153991434,0.09751482159642698
A woman is adding sauce to some food.,A person is cutting leaves.,0.04,0.1889822365046136,0.03963945561467949,0.0,0.0,0.0,0.0,4.72455591261534,0.9909863903669873
Three children are eating their food.,The deer jumped over the fence.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A submarine is going through water.,A baby is falling asleep.,0.0,0.22360679774997896,0.033649692988654674,0.0,0.0,0.0,0.0,0.0,0.0
A man is running on a street.,A man plays the guitar.,0.16,0.22360679774997896,0.12683443571320574,0.0,0.0,0.0,0.0,1.3975424859373684,0.7927152232075358
A person is slicing an onion.,A cat is pooping into a toilet.,0.0,0.19999999999999998,0.037572779490917155,0.0,0.0,0.0,0.0,0.0,0.0
A badger is digging in the dirt.,A man is moving large rocks.,0.0,0.18257418583505539,0.034763892216036416,0.0,0.0,0.0,0.0,0.0,0.0
A woman is slicing big pepper.,A dog is moving its mouth.,0.0,0.19999999999999998,0.04317413590793296,0.0,0.0,0.0,0.0,0.0,0.0
A man is riding a bicycle.,A man is riding a bike.,1.0,0.75,0.5088791116625525,0.0,0.0,0.0,0.0,0.75,0.5088791116625525
A man and a woman are kissing each other.,A man and a woman are talking to each other.,0.12,0.8017837257372731,0.6900318873265199,0.0,0.0,0.0,0.0,6.681531047810609,5.750265727720999
A woman is slicing an onion.,A woman is cutting an onion.,0.84,0.7999999999999999,0.7175998316828931,0.0,0.0,0.0,0.0,0.9523809523809523,0.8542855139082061
A small boy is playing with a dog.,A baby is playing with a dog.,0.75,0.7302967433402215,0.5384729494641072,0.0,0.0,0.0,0.0,0.9737289911202954,0.7179639326188095
The man is drawing.,A man is drawing.,1.0,0.8660254037844388,0.9722624448848852,0.0,0.0,0.0,0.0,0.8660254037844388,0.9722624448848852
A man is cutting a potato.,A woman is cutting a tomato.,0.25,0.5,0.4017081668766621,0.0,0.0,0.0,0.0,2.0,1.6068326675066484
A boy is playing a guitar.,A kid is playing a guitar.,0.72,0.75,0.5707957247573102,0.0,0.0,0.0,0.0,1.0416666666666667,0.7927718399407087
A woman is cutting an onion.,A woman is cutting through an onion.,1.0,0.912870929175277,0.8942292972341361,0.0,0.0,0.0,0.0,0.912870929175277,0.8942292972341361
A toy train is striking a toy car.,A toy train strikes a toy car.,1.0,0.801783725737273,0.8138138573202848,0.0,0.0,0.0,0.0,0.801783725737273,0.8138138573202848
A man is playing the guitar.,A man is playing the flute.,0.44,0.7999999999999999,0.5364374802329612,0.0,0.0,0.0,0.0,1.8181818181818181,1.2191760914385483
A cat opens a drawer and climbs inside.,A cat is opening a drawer and climbing inside.,1.0,0.6172133998483676,0.5820176717227372,0.0,0.0,0.0,0.0,0.6172133998483676,0.5820176717227372
A woman is frying a food.,A woman is deep frying food.,0.85,0.8944271909999159,0.7685148422024242,0.0,0.0,0.0,0.0,1.0522672835293128,0.9041351084734403
A man is dicing an onion.,A woman is cutting an onion.,0.5,0.6,0.5146448079865247,0.0,0.0,0.0,0.0,1.2,1.0292896159730494
A girl is playing a guitar.,A man is playing a guitar.,0.56,0.75,0.7427276099369279,0.0,0.0,0.0,0.0,1.3392857142857142,1.3262993034587998
A girl is singing on stage.,A man is singing on stage.,0.56,0.7999999999999999,0.8473880127519127,0.0,0.0,0.0,0.0,1.4285714285714284,1.5131928799141297
A woman is riding a horse.,A woman is riding a donkey.,0.56,0.75,0.4764295671422347,0.0,0.0,0.0,0.0,1.3392857142857142,0.850767084182562
A girl is playing a guitar.,A man is playing a guitar.,0.56,0.75,0.7427276099369279,0.0,0.0,0.0,0.0,1.3392857142857142,1.3262993034587998
A woman is brushing some shrimp.,A woman brushes some shrimp.,1.0,0.6708203932499369,0.5474092723964746,0.0,0.0,0.0,0.0,0.6708203932499369,0.5474092723964746
A man is dancing on the ceiling.,A man is dancing on the ceiling of a room.,0.96,0.8660254037844388,0.8524931337133967,0.0,0.0,0.0,0.0,0.9021097956087905,0.8880136809514549
A woman thinly slices an onion with a large knife.,A woman is slicing onions with a large knife.,0.84,0.5345224838248487,0.4297433105312757,0.0,0.0,0.0,0.0,0.636336290267677,0.5115991792038996
A man is playing a keyboard.,A man plays a keyboard.,1.0,0.5773502691896258,0.65541326393695,0.0,0.0,0.0,0.0,0.5773502691896258,0.65541326393695
A man plays the guitar.,A man is playing the guitar.,1.0,0.6708203932499369,0.5696549532084617,0.0,0.0,0.0,0.0,0.6708203932499369,0.5696549532084617
A woman is peeling a potato.,A woman peels a potato.,1.0,0.5773502691896258,0.4892249387746861,0.0,0.0,0.0,0.0,0.5773502691896258,0.4892249387746861
A woman is handling a frog.,A man is holding a frog.,0.75,0.5,0.5545594889751774,0.0,0.0,0.0,0.0,0.6666666666666666,0.7394126519669032
A man is playing a flute.,A man is playing a guitar.,0.4,0.75,0.5055846947034279,0.0,0.0,0.0,0.0,1.875,1.2639617367585698
A man is playing a guitar.,A man is playing a flute.,0.32,0.75,0.5055846947034279,0.0,0.0,0.0,0.0,2.34375,1.5799521709482123
A man is playing a piano.,A man is playing a guitar.,0.36,0.75,0.511156407885514,0.0,0.0,0.0,0.0,2.0833333333333335,1.4198789107930945
A man is playing a guitar.,A man is playing a piano.,0.4,0.75,0.511156407885514,0.0,0.0,0.0,0.0,1.875,1.277891019713785
A man is playing a flute.,A man is playing a guitar.,0.4,0.75,0.5055846947034279,0.0,0.0,0.0,0.0,1.875,1.2639617367585698
A man is playing a flute.,A man is playing a guitar.,0.4,0.75,0.5055846947034279,0.0,0.0,0.0,0.0,1.875,1.2639617367585698
Two women are on a couch.,Two women are hugging on a couch.,0.64,0.912870929175277,0.7931772630704286,0.0,0.0,0.0,0.0,1.4263608268363703,1.2393394735475447
Someone is slicing a cucumber.,A man is slicing a cucumber.,0.76,0.75,0.8063621680274693,0.0,0.0,0.0,0.0,0.9868421052631579,1.0610028526677227
A kitten is playing with a blue rope toy.,A kitten is playing with a toy.,0.88,0.8451542547285165,0.8078151604255038,0.0,0.0,0.0,0.0,0.960402562191496,0.9179717732107998
The dog is barking at the toy.,A dog is barking at a toy.,1.0,0.7453559924999298,0.9429955890706285,0.0,0.0,0.0,0.0,0.7453559924999298,0.9429955890706285
A person folds a tortilla.,A man folds a tortilla.,0.7,0.6666666666666669,0.8916294844382604,0.0,0.0,0.0,0.0,0.9523809523809527,1.2737564063403721
A cat is drinking milk.,A kitten is drinking milk.,0.8,0.75,0.7516804407396649,0.0,0.0,0.0,0.0,0.9375,0.9396005509245811
A person is driving a car.,A man is driving a car.,0.7,0.75,0.8039743998652754,0.0,0.0,0.0,0.0,1.0714285714285714,1.1485348569503935
A turtle is walking.,A tortoise is walking.,0.88,0.6666666666666669,0.3208503313802723,0.0,0.0,0.0,0.0,0.7575757575757578,0.36460264929576397
A cow is eating grass.,A cow is eating hay.,0.76,0.75,0.6470916516855041,0.0,0.0,0.0,0.0,0.9868421052631579,0.8514363837967159
A woman is chopping broccoli.,A woman is chopping garlic.,0.52,0.75,0.5523058630446052,0.0,0.0,0.0,0.0,1.4423076923076923,1.0621266597011638
A man is crying.,A man is screaming.,0.6,0.6666666666666669,0.17149937801317922,0.0,0.0,0.0,0.0,1.1111111111111114,0.285832296688632
The man is playing the guitar.,A man is playing guitar.,1.0,0.7071067811865475,0.8785238232767878,0.0,0.0,0.0,0.0,0.7071067811865475,0.8785238232767878
A man is cutting an onion.,A man is cutting a plantain.,0.73,0.6708203932499369,0.40627776158349405,0.0,0.0,0.0,0.0,0.9189320455478588,0.5565448788814987
A man is slicing a potato.,A woman is peeling a potato.,0.47,0.5,0.4891966440920848,0.0,0.0,0.0,0.0,1.0638297872340425,1.0408439236001805
A woman is tapping her fingers on a table.,A woman is tapping her fingers.,0.8,0.8451542547285165,0.9079791050871064,0.0,0.0,0.0,0.0,1.0564428184106456,1.134973881358883
Someone is boiling okra in a pot.,Someone is cooking okra in a pan.,0.88,0.6666666666666669,0.526842614646593,0.0,0.0,0.0,0.0,0.7575757575757578,0.5986847893711283
A man is smoking.,A man is mixing.,0.04,0.6666666666666669,0.2277638895747779,0.0,0.0,0.0,0.0,16.66666666666667,5.694097239369447
The man is playing the drums.,A man is playing drums.,1.0,0.7071067811865475,0.9158651239786226,0.0,0.0,0.0,0.0,0.7071067811865475,0.9158651239786226
A man dives into a pool.,A man is diving into a pool.,1.0,0.6708203932499369,0.4932366226538496,0.0,0.0,0.0,0.0,0.6708203932499369,0.4932366226538496
A woman is cutting a leak.,A woman is slicing a leek.,0.8,0.5,0.15869620789259714,0.0,0.0,0.0,0.0,0.625,0.1983702598657464
A little boy is playing a guitar.,A boy is playing guitar.,0.92,0.8944271909999159,0.8252987347090535,0.0,0.0,0.0,0.0,0.9722034684781694,0.8970638420750581
A woman is dancing.,The man is dancing.,0.52,0.5773502691896258,0.738401721098178,0.0,0.0,0.0,0.0,1.1102889792108188,1.4200033098041884
Women are talking.,The men are talking.,0.52,0.5773502691896258,0.6288686916253734,0.0,0.0,0.0,0.0,1.1102889792108188,1.2093628685103335
A girl is putting gel in her hair.,A woman is putting gel on her hair.,0.52,0.7142857142857141,0.8900663012941242,0.0,0.0,0.0,0.0,1.3736263736263732,1.7116659640271619
A kid is playing guitar.,A man is playing a guitar.,0.44,0.75,0.6386283172147263,0.0,0.0,0.0,0.0,1.7045454545454546,1.4514279936698327
A group of people are marching in place.,A group of people are dancing in concert.,0.34,0.7142857142857141,0.38575612499017325,0.0,0.0,0.0,0.0,2.100840336134453,1.1345768382063919
The woman is shooting a machine gun.,The man is shooting a gun.,0.4,0.7302967433402215,0.7167347673858606,0.0,0.0,0.0,0.0,1.8257418583505538,1.7918369184646514
A man played the piano.,A man plays a piano.,0.8,0.5773502691896258,0.5024241675418685,0.0,0.0,0.0,0.0,0.7216878364870323,0.6280302094273356
A woman is slicing an onion.,Someone is slicing a onion.,0.65,0.6708203932499369,0.6854372495852112,0.0,0.0,0.0,0.0,1.0320313742306721,1.0545188455157095
A man is slicing a cucumber.,A man is cutting cucumbers.,0.9,0.5,0.14081824280283614,0.0,0.0,0.0,0.0,0.5555555555555556,0.15646471422537347
A girl is eating a cupcake.,A woman is eating a cupcake.,0.52,0.75,0.8536229716925068,0.0,0.0,0.0,0.0,1.4423076923076923,1.6415826378702052
A woman is cutting an onion.,A man is chopping an onion.,0.4,0.6,0.5431993627846328,0.0,0.0,0.0,0.0,1.4999999999999998,1.3579984069615818
The man is playing a guitar.,A baby is playing a guitar.,0.36,0.6708203932499369,0.6751106499644216,0.0,0.0,0.0,0.0,1.863389981249825,1.8753073610122823
A man is playing the guitar.,A man is playing the drums.,0.31,0.7999999999999999,0.4805675421229566,0.0,0.0,0.0,0.0,2.5806451612903225,1.550217877815989
Two little girls talk on the telephone.,Two girls talk on the phone.,0.9,0.7715167498104596,0.6614443589658948,0.0,0.0,0.0,0.0,0.8572408331227328,0.734938176628772
A man is chopping a log with an axe.,A man is chopping a tree trunk with an axe.,0.8,0.8017837257372731,0.6239128529988957,0.0,0.0,0.0,0.0,1.0022296571715912,0.7798910662486195
A person is cutting a capsicum into pieces.,A person is slicing a garlic into pieces.,0.32,0.6666666666666669,0.5181568255321726,0.0,0.0,0.0,0.0,2.083333333333334,1.6192400797880393
A man is talking with a woman.,A woman is walking with a dog.,0.1,0.6,0.39785032678019866,0.0,0.0,0.0,0.0,5.999999999999999,3.9785032678019863
The man is walking.,A man is talking.,0.28,0.5773502691896258,0.31103340084181763,0.0,0.0,0.0,0.0,2.0619652471058063,1.1108335744350628
Someone is pouring oil into a skillet.,Someone is pouring milk into a blender.,0.32,0.6666666666666669,0.4856443633779314,0.0,0.0,0.0,0.0,2.083333333333334,1.5176386355560356
A small kitten is playing a ball.,A kitten is playing with a ball.,0.88,0.7999999999999999,0.8472922528039719,0.0,0.0,0.0,0.0,0.9090909090909091,0.962832105459059
A man is playing a guitar.,A woman is playing a flute.,0.36,0.5,0.34329043713467583,0.0,0.0,0.0,0.0,1.3888888888888888,0.9535845475963218
A girl is playing a violin.,A girl is playing a flute.,0.52,0.75,0.5109768543541251,0.0,0.0,0.0,0.0,1.4423076923076923,0.9826477968348559
A man is playing two pianos.,A cat is playing a piano.,0.32,0.4472135954999579,0.21322553060642707,0.0,0.0,0.0,0.0,1.3975424859373684,0.6663297831450846
A man is exercising.,A girl is exercising.,0.6,0.6666666666666669,0.782451176806523,0.0,0.0,0.0,0.0,1.1111111111111114,1.3040852946775383
A person is slicing a scallop.,A person is slicing octopus.,0.4,0.75,0.43603768626723227,0.0,0.0,0.0,0.0,1.875,1.0900942156680806
A man and a woman are riding on their bicycles.,A man and woman are riding a motorcycle.,0.4,0.7216878364870323,0.5036354027165052,0.0,0.0,0.0,0.0,1.8042195912175807,1.259088506791263
Two men are fighting in a cow pasture.,Two men are fighting in a cattle pen.,0.8,0.7142857142857141,0.48334556893551783,0.0,0.0,0.0,0.0,0.8928571428571426,0.6041819611693973
A woman is adding oil to a pan.,A man is pouring oil into a pan.,0.6,0.5000000000000001,0.5368533070013176,0.0,0.0,0.0,0.0,0.8333333333333336,0.8947555116688627
A girl makes up her bed.,A young girl makes her bed.,0.88,0.7999999999999999,0.8578822237940644,0.0,0.0,0.0,0.0,0.9090909090909091,0.9748661634023459
The cat played with a watermelon.,A cat is playing with a watermelon.,0.96,0.6,0.7360211793303315,0.0,0.0,0.0,0.0,0.625,0.7666887284690953
A girl jumps on a car.,A girl is jumping onto a car.,0.96,0.4472135954999579,0.41509734212133376,0.0,0.0,0.0,0.0,0.4658474953124562,0.43239306470972266
A man is praying.,A man is running.,0.15,0.6666666666666669,0.25576869879565756,0.0,0.0,0.0,0.0,4.4444444444444455,1.7051246586377171
A car is parking.,A cat is playing.,0.0,0.3333333333333334,0.08859761983403062,0.0,0.0,0.0,0.0,0.0,0.0
A man is running.,A man is dancing.,0.25,0.6666666666666669,0.3637077305082433,0.0,0.0,0.0,0.0,2.6666666666666674,1.4548309220329732
A man is singing.,A man is dancing.,0.1,0.6666666666666669,0.3071154331122114,0.0,0.0,0.0,0.0,6.666666666666668,3.0711543311221137
A man is carrying another man over his shoulder.,A man is carrying someone on his shoulder.,0.65,0.7171371656006362,0.7477650029519088,0.0,0.0,0.0,0.0,1.1032879470779018,1.1504076968490904
A woman is peeling a potato.,A woman is slicing a tomato.,0.27,0.5,0.19927873065561855,0.0,0.0,0.0,0.0,1.8518518518518516,0.7380693727985872
A woman is cutting a tomato.,A woman is slicing a potato.,0.2,0.5,0.21144387845447477,0.0,0.0,0.0,0.0,2.5,1.0572193922723738
Someone is peeling a potato.,Someone is slicing a tomato.,0.28,0.5,0.34373686791975216,0.0,0.0,0.0,0.0,1.7857142857142856,1.227631671141972
A woman is peeling a potato.,A woman is slicing a tomato.,0.27,0.5,0.19927873065561855,0.0,0.0,0.0,0.0,1.8518518518518516,0.7380693727985872
Two robots kiss.,Two robots are kissing.,1.0,0.5773502691896258,0.5619978927235044,0.0,0.0,0.0,0.0,0.5773502691896258,0.5619978927235044
Two boys on a couch are playing video games.,Two boys are playing a video game.,0.8,0.7216878364870323,0.6359323736682121,0.0,0.0,0.0,0.0,0.9021097956087903,0.7949154670852651
A woman is squeezing a lemon.,A woman is squeezing juice out of a lemon.,0.88,0.7559289460184544,0.7373761635098655,0.0,0.0,0.0,0.0,0.8590101659300619,0.837927458533938
A woman is slicing an onion.,A man is slicing a tomato.,0.24,0.4472135954999579,0.3469004341093106,0.0,0.0,0.0,0.0,1.8633899812498247,1.4454184754554609
A woman is slicing a carrot.,A man is slicing a tomato.,0.24,0.5,0.34051856751712467,0.0,0.0,0.0,0.0,2.0833333333333335,1.4188273646546863
A girl is styling her hair.,A girl is filing her nails.,0.25,0.6,0.2998795558047698,0.0,0.0,0.0,0.0,2.4,1.1995182232190793
A man walking down the stairs.,A man walks down a staircase.,1.0,0.4472135954999579,0.22041103153657565,0.0,0.0,0.0,0.0,0.4472135954999579,0.22041103153657565
Two people are riding a motorcycle.,Two people are riding a bike.,0.4,0.7999999999999999,0.6709403090189702,0.0,0.0,0.0,0.0,1.9999999999999998,1.6773507725474253
A man is playing a guitar.,A woman is playing an electric guitar.,0.44,0.6123724356957946,0.5410112180689505,0.0,0.0,0.0,0.0,1.3917555356722604,1.2295709501567056
A man is playing a guitar and singing.,A man is playing a guitar.,0.64,0.8164965809277261,0.7437353297364203,0.0,0.0,0.0,0.0,1.275775907699572,1.1620864527131567
A man is walking in the rain.,A man and woman is walking in the grand.,0.3,0.7216878364870323,0.4504718906079769,0.0,0.0,0.0,0.0,2.405626121623441,1.5015729686932564
A kangaroo is eating.,Kangaroo eating.,0.95,0.816496580927726,0.9684988458018108,0.0,0.0,0.0,0.0,0.8594700851870801,1.019472469265064
A man is fishing.,A man is exercising.,0.1,0.6666666666666669,0.22468326878876754,0.0,0.0,0.0,0.0,6.666666666666668,2.246832687887675
A woman is swimming.,A man is singing.,0.01,0.3333333333333334,0.10525343931245564,0.0,0.0,0.0,0.0,33.33333333333334,10.525343931245564
A Woman is eating.,A animal is eating.,0.32,0.6666666666666669,0.5938645143757235,0.0,0.0,0.0,0.0,2.083333333333334,1.8558266074241359
A boy and a girl is dancing in the rain.,A man and woman is dancing in the rain.,0.52,0.7499999999999998,0.7476878285656229,0.0,0.0,0.0,0.0,1.4423076923076918,1.437861208780044
A man is driving a car.,A man drives a car.,0.97,0.5773502691896258,0.4099029569602015,0.0,0.0,0.0,0.0,0.5952064630820885,0.42258036800020776
A woman is grating onion.,A woman grates onions.,1.0,0.2886751345948129,0.09635314639615873,0.0,0.0,0.0,0.0,0.2886751345948129,0.09635314639615873
Two roosters are fighting.,Two men are fighting.,0.4,0.75,0.5739655004891843,0.0,0.0,0.0,0.0,1.875,1.4349137512229606
A man is riding a horse.,A man is driving a car.,0.28,0.5,0.22048067628714246,0.0,0.0,0.0,0.0,1.7857142857142856,0.7874309867397944
A man is riding a horse.,A man is driving a car.,0.28,0.5,0.22048067628714246,0.0,0.0,0.0,0.0,1.7857142857142856,0.7874309867397944
A man is shooting a gun.,A man is slicing a bun.,0.16,0.5,0.15617127351911017,0.0,0.0,0.0,0.0,3.125,0.9760704594944386
A woman is cutting an onion.,A woman is cutting meat.,0.4,0.6708203932499369,0.5148044626727526,0.0,0.0,0.0,0.0,1.6770509831248421,1.2870111566818814
The woman is slicing herbs.,The man is slicing bread.,0.32,0.6,0.32434726680093323,0.0,0.0,0.0,0.0,1.875,1.0135852087529162
A boy is playing the piano.,A man is playing a piano.,0.6,0.6708203932499369,0.7591665801886371,0.0,0.0,0.0,0.0,1.118033988749895,1.2652776336477287
A baby elephant is eating.,A baby elephant eats a sapling.,0.72,0.5,0.5187199295046575,0.0,0.0,0.0,0.0,0.6944444444444444,0.7204443465342466
A woman is cracking eggs into a bowl.,A woman is cracking eggs.,0.8,0.8164965809277261,0.8264559586735751,0.0,0.0,0.0,0.0,1.0206207261596576,1.0330699483419687
A person is playing the keyboard.,A boy is playing a key-board.,0.8,0.39999999999999997,0.20255116526038214,0.0,0.0,0.0,0.0,0.49999999999999994,0.25318895657547763
A boy whacks a man with a sword.,A boy spanks a man with a plastic sword.,0.67,0.7302967433402215,0.49511015286558163,0.0,0.0,0.0,0.0,1.0899951393137635,0.7389703774113158
A person is slicing a carrot into pieces.,A person is cutting an onion into pieces.,0.3,0.6172133998483676,0.5462314827341187,0.0,0.0,0.0,0.0,2.057377999494559,1.8207716091137292
A man sliced through a bunch of water bottles with a knife.,A man is slicing a line of water bottles with a knife,0.88,0.6666666666666666,0.5838833283472311,0.0,0.0,0.0,0.0,0.7575757575757576,0.6635037822127626
A man is writing in a book.,A man is writing on a paper.,0.57,0.6,0.5618385484879835,0.0,0.0,0.0,0.0,1.0526315789473684,0.9856816640140063
A woman is slicing a garlic.,A woman is slicing a big pepper.,0.44,0.6708203932499369,0.4052322593043153,0.0,0.0,0.0,0.0,1.5245918028407657,0.9209824075098074
A person is making a bed.,A person is eating at a table.,0.04,0.4472135954999579,0.263007606888079,0.0,0.0,0.0,0.0,11.180339887498947,6.5751901722019745
A man is playing keyboard.,A man is playing guitar.,0.36,0.75,0.4759247134752615,0.0,0.0,0.0,0.0,2.0833333333333335,1.3220130929868374
A man is playing a violin.,A man is playing a harp.,0.32,0.75,0.3601765066998557,0.0,0.0,0.0,0.0,2.34375,1.125551583437049
The woman is smoking.,The man is walking.,0.04,0.5,0.169322168586659,0.0,0.0,0.0,0.0,12.5,4.233054214666475
The man erased what the other man had on the board.,The man erased the work on the board.,0.6,0.8583950752789522,0.7388789756302803,0.0,0.0,0.0,0.0,1.4306584587982538,1.2314649593838005
A man is riding a motorcycle.,A man is riding a motorcycle through a town.,0.7,0.8164965809277261,0.7148360184868069,0.0,0.0,0.0,0.0,1.1664236870396087,1.02119431212401
A man is riding a motorcycle on the highway.,A man is riding a motorcycle.,0.7,0.7559289460184544,0.6956569138862545,0.0,0.0,0.0,0.0,1.0798984943120777,0.993795591266078
A woman is slicing up some meat.,A woman is slicing some onions.,0.4,0.7302967433402215,0.5587926720840737,0.0,0.0,0.0,0.0,1.8257418583505538,1.3969816802101842
A woman cuts up broccoli.,A woman is cutting broccoli.,1.0,0.5,0.5869164218428963,0.0,0.0,0.0,0.0,0.5,0.5869164218428963
A man is playing a piano.,A woman is peeling a potato.,0.0,0.25,0.07122628218511809,0.0,0.0,0.0,0.0,0.0,0.0
Someone is slicing a tomato.,Someone is slicing fruit.,0.64,0.75,0.5237690888329098,0.0,0.0,0.0,0.0,1.171875,0.8183892013014216
A woman is dancing in a cage.,A woman is dancing.,0.65,0.7745966692414834,0.645791364382311,0.0,0.0,0.0,0.0,1.191687183448436,0.9935251759727861
